id;code;description;strengths;weaknesses;career_paths;recommended_majors;created_at;description_en;strengths_en;weaknesses_en;career_paths_en;recommended_majors_en
220aee67-a7ab-40aa-abbf-def661cffa9c;ECS;أنت الشخص الذي يضع القوانين ويدير الناس لتحقيق الربح أو النظام. تشبه كود CES ولكنك أكثر طموحاً وتركيزاً على النتائج والأرقام والنمو الوظيفي.;"[""القيادة الإدارية الحازمة: القدرة على قيادة المنظمات واتخاذ القرارات بحزم وثقة"",""الكفاءة في التنظيم: القدرة على تنظيم الموارد المالية والبشرية بفعالية عالية"",""وضوح الرؤية والأهداف: القدرة على تحديد أهداف واضحة والعمل على تحقيقها بإصرار"",""التفاوض التجاري: القدرة على التفاوض وإبرام الصفقات التجارية بنجاح""]";"[""قد تميل للتركيز على الأهداف الكبيرة وتهمل التفاصيل الصغيرة"",""قد تواجه صعوبة في التحلي بالصبر مع الموظفين الأقل كفاءة"",""قد تجد صعوبة في التعامل مع البيروقراطية والإجراءات البطيئة"",""قد تحتاج لتطوير مهارات التوازن بين العمل والحياة الشخصية""]";"[""مدير فندق"",""مدير مبيعات إقليمي"",""مسؤول عقود ومناقصات"",""مدير شؤون موظفين"",""مستشار ضرائب وتأمين""]";"[""إدارة الأعمال"",""الإدارة الفندقية"",""القانون التجاري"",""إدارة الموارد البشرية"",""العلوم المالية والمصرفية""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
2a0f8639-6970-4c60-b983-0881a717ff99;ERI;تجمع بين القيادة، والمهارة التقنية، والقدرة على حل المشكلات. أنت الشخص الذي يقود الفرق الفنية والهندسية لأنك تفهم لغتهم وتعرف كيف تدير البيزنس.;"[""قيادة الفرق الفنية: القدرة على توجيه وإدارة فرق العمل التقنية نحو تحقيق الأهداف"",""الفهم التجاري والتقني: القدرة على الجمع بين الفهم التقني والوعي التجاري في آن واحد"",""سرعة البديهة: القدرة على التفكير السريع وحل المشكلات الطارئة بفعالية"",""تبني التقنيات الجديدة: القدرة على استكشاف وتطبيق التقنيات الحديثة بجرأة""]";"[""قد يصيبك نفاذ الصبر عند التعامل مع التفاصيل الروتينية والإدارية"",""قد تواجه صعوبة في تفويض المهام للآخرين"",""قد تحتاج لتطوير مهارات الصبر والتأني في اتخاذ القرارات"",""قد تميل للسيطرة الزائدة على المشاريع""]";"[""مدير منتج تقني"",""مهندس مبيعات"",""رائد أعمال تقني"",""مدير هندسي"",""مطور حلول صناعية""]";"[""الإدارة الهندسية"",""هندسة ميكانيكية"",""نظم المعلومات"",""ريادة الأعمال"",""هندسة الاتصالات""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
e4edc449-1fde-4ae4-b106-3170d29e0aa4;RAC;هذه الشخصية متعددة الأبعاد، حيث يجمع بين العمل العملي، والإبداع، والتقليدي. هذه الخلطة الفريدة تعكس شخصًا موازنًا بين القدرة على التعامل مع المهام العملية، والتعبير عن الإبداع من خلال الفن، والاهتمام بالتقاليد والقواعد.;"[""القدرة على التعبير الإبداعي: القدرة على التعبير عن الأفكار والمشاعر من خلال الفنون والتصميم"",""العمل العملي: القدرة على التعامل مع المهام العملية وتنفيذها بشكل فعال وفي الوقت المحدد"",""التركيز على التقاليد: الاهتمام بالقيم التقليدية والقدرة على العمل ضمن إطار من القواعد"",""الدقة والإتقان: القدرة على إنجاز الأعمال بجودة عالية ومعايير صارمة""]";"[""قد تميل للتركيز على التفاصيل الفنية وتهمل الجوانب الجمالية"",""قد تواجه صعوبة في التعبير عن رؤيتك الإبداعية للآخرين"",""قد تجد صعوبة في التكيف مع متطلبات العملاء المتغيرة"",""قد تحتاج لتطوير مهارات التسويق لأعمالك ومشاريعك الفنية""]";"[""حرفي"",""فنان / مصمم جرافيك"",""مصمم داخلي"",""إدارة الفعاليات"",""فني مراقبة الجودة"",""محلل مالي""]";"[""المهن الحرفية"",""التسويق والإعلام"",""التكنلوجيا والتصميم"",""مراقبة الجودة والسلامة"",""الهندسة المعمارية""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
041cd40b-30af-41f7-ab4d-80393f016b29;REC;هذه الشخصية تشير إلى شخصية عملية، ريادية، ومنظمة. يجمع هذا التكوين بين القدرة على التعامل مع المهام العملية، الطموح في تحقيق الأهداف، والالتزام بالقواعد والإجراءات.;"[""العمل العملي: القدرة على التعامل مع المهام العملية والمشاريع التنفيذية بشكل فعال"",""الريادة والطموح: الميل لتحقيق الأهداف الكبيرة وإظهار القيادة والقدرة على إدارة المشاريع"",""التنظيم والتفاني: الالتزام بالقواعد والإجراءات والقدرة على تنظيم العمل والموارد بشكل منهجي"",""الكفاءة في التنفيذ: القدرة على إنجاز المهام بسرعة وجودة عالية""]";"[""قد تميل للتسرع في اتخاذ القرارات دون دراسة كافية"",""قد تواجه صعوبة في التعامل مع المهام التي تتطلب صبراً طويلاً"",""قد تجد صعوبة في قبول الفشل والتعلم منه بشكل إيجابي"",""قد تحتاج لتطوير مهارات التخطيط طويل المدى للمشاريع""]";"[""مطور عقاري"",""تجارة إلكترونية"",""مدير مراقبة الجودة"",""إدارة الخدمات اللوجستية"",""مهندس صناعي""]";"[""إدارة أعمال"",""إدارة الممتلكات"",""الإقتصاد والمالية"",""إدارة الجودة"",""الخدمات اللوجستية وسلاسل التوريد""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
3213c459-d959-463e-82a3-a86d2e60807b;ESC;قائد بالفطرة يعتمد على بناء العلاقات والحفاظ على النظام. أنت بارع في قيادة المؤسسات المستقرة، وتعرف كيف تحفز الموظفين مع الحفاظ على الانضباط المؤسسي.;"[""القيادة المتوازنة: القدرة على قيادة الفرق بأسلوب يوازن بين الحزم والتعاطف"",""بناء ولاء الموظفين: القدرة على خلق بيئة عمل تعزز انتماء الموظفين وولائهم"",""التفاوض متعدد الأبعاد: القدرة على التفاوض بنجاح في السياقات التجارية والاجتماعية"",""إدارة السمعة المؤسسية: القدرة على بناء وحماية سمعة المؤسسة في المجتمع""]";"[""قد تميل للطموح المفرط مما قد يسبب ضغطاً على العلاقات"",""قد تواجه صعوبة في التوازن بين طموحاتك ومسؤولياتك الاجتماعية"",""قد تجد صعوبة في تقبل البطء في تحقيق الأهداف"",""قد تحتاج لتطوير مهارات الصبر والتأني في بناء النجاح""]";"[""مدير علاقات عامة"",""مدير فندق"",""مدير مبيعات وتوزيع"",""مدير فرع بنك"",""ممثل دبلوماسي""]";"[""العلوم السياسية"",""إدارة الفنادق"",""التسويق"",""العلاقات الدولية"",""إدارة الأعمال""]";2025-12-09 22:48:50.459082+00;;[];[];[];[]
f2da7b16-cc2b-45bb-a070-72660635694e;IAR;عقلية علمية بلمسة فنية وتطبيقية. لا تكتفي بتخيل الأشياء بل تدرس كيف تعمل وكيف تصنعها. هذا الكود هو كود المخترعين والمصممين الصناعيين.;"[""الابتكار العلمي: القدرة على تطوير ابتكارات جديدة مبنية على أسس علمية صحيحة"",""التصور ثلاثي الأبعاد: القدرة على تخيل وتصميم الأشكال والمجسمات بدقة"",""حل المشكلات التصميمية: القدرة على إيجاد حلول إبداعية للتحديات التصميمية المعقدة"",""الاهتمام بالتفاصيل: القدرة على ملاحظة ومعالجة التفاصيل الدقيقة في العمل""]";"[""قد تميل للانعزال الاجتماعي أثناء العمل مما يحد من التعاون مع الآخرين"",""قد تواجه صعوبة في التواصل الفعال مع فريق العمل"",""قد تحتاج لتطوير مهارات العرض والتقديم أمام الجمهور"",""قد تميل للتركيز على الجوانب التقنية على حساب العلاقات الإنسانية""]";"[""مهندس معماري"",""مصمم صناعي"",""مطور جرافيك وبرمجة"",""أخصائي ترميم آثار"",""مهندس مناظر طبيعية""]";"[""العمارة"",""التصميم الصناعي"",""الجرافيك ديزاين"",""الآثار والمتاحف"",""الهندسة المدنية""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
adaf430e-9a8b-4a36-8b86-cda00be4d208;IER;باحث ذكي يمتلك حساً تجارياً. تركز على الأبحاث التي يمكن تحويلها إلى منتجات ومال. تجيد تحويل النظريات العلمية إلى مشاريع واقعية ناجحة.;"[""الربط بين العلم والتجارة: القدرة على تحويل الأفكار العلمية إلى منتجات تجارية ناجحة"",""إدارة فرق البحث: القدرة على قيادة وتوجيه فرق البحث العلمي نحو النتائج المرجوة"",""تقييم الجدوى الاقتصادية: القدرة على تقييم الأفكار من حيث جدواها الاقتصادية والعملية"",""حل المشكلات التقنية: القدرة على مواجهة وحل التحديات التقنية الصعبة بكفاءة""]";"[""قد تميل للصرامة الفكرية مما قد يصعب قبول الآراء المختلفة"",""قد تواجه صعوبة في التعامل مع المواقف التي تتطلب مرونة فكرية"",""قد تحتاج لتطوير مهارات الاستماع الفعال للآخرين"",""قد تميل للتمسك برأيك حتى في وجود أدلة مخالفة""]";"[""مدير بحث وتطوير"",""محلل مخاطر"",""مهندس براءات اختراع"",""مدير مشاريع طاقة"",""مستشار تقني""]";"[""الهندسة الكيميائية"",""إدارة التكنولوجيا"",""العلوم الاكتوارية"",""الفيزياء التطبيقية"",""إدارة المشاريع""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
5b3e0f26-e2b8-492b-8a5a-336cf84e4b89;REA;"الأفراد الذين يتمتعون بشخصية ""REA"" هم غالبًا قادة طبيعيون يتمتعون بقدرة فريدة على تحويل الأفكار إلى واقع ملموس. هذه الشخصيات تحتاج إلى بيئات تسمح لها بالتعبير عن إبداعها بينما تقود وتدير مشاريع معقدة.";"[""القدرة الريادية: الميل للقيادة وإدارة المشاريع واتخاذ المبادرات لتحقيق الأهداف الكبيرة"",""العمل العملي: القدرة على التعامل مع المهام التنفيذية والمشاريع العملية بكفاءة"",""الإبداع الفني: القدرة على التفكير بشكل خلاق والتعبير عن الأفكار والمشاعر من خلال الفن"",""المرونة في التنفيذ: القدرة على تكييف الخطط حسب متطلبات الواقع""]";"[""قد تميل للاندفاع في المشاريع الجديدة دون تقييم المخاطر"",""قد تواجه صعوبة في الالتزام بالميزانيات والجداول الزمنية"",""قد تجد صعوبة في التفويض والثقة بقدرات فريق العمل"",""قد تحتاج لتطوير مهارات الإدارة المالية وضبط التكاليف""]";"[""مطور عقاري"",""تجارة إلكترونية"",""مدير مطعم"",""رجل أعمال (موضة, ملابس)"",""مصمم داخلي""]";"[""إدارة الممتلكات"",""إدارة أعمال"",""الضيافة والسياحة"",""تصميم الأزياء"",""التصميم الداخلي"",""الفنون الجميلة""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
449592ab-132c-4c86-984f-f1b3a3ac1a8a;ISE;باحث يحب التعليم والقيادة. هذا هو كود الأساتذة الجامعيين ومديري المراكز البحثية. تحب المعرفة، وتحب نقلها للآخرين، وتحب إدارة المؤسسة التعليمية.;"[""القدرة على التعليم: القدرة على نقل المعرفة والمهارات للآخرين بطريقة فعالة"",""التفكير النقدي والتحليلي: القدرة على تحليل المعلومات وتقييمها بشكل منطقي"",""الإدارة الأكاديمية: القدرة على إدارة البرامج والمؤسسات التعليمية بكفاءة"",""التواصل مع العقول المختلفة: القدرة على التواصل الفعال مع أنماط تفكير متنوعة""]";"[""قد تميل للتعالي الفكري أحياناً مما قد يؤثر على علاقاتك المهنية"",""قد تواجه صعوبة في تبسيط المفاهيم المعقدة للآخرين"",""قد تحتاج لتطوير مهارات التواضع والانفتاح على آراء الآخرين"",""قد تميل للنقد الزائد للأفكار غير المكتملة""]";"[""أستاذ جامعي"",""مدير مركز أبحاث"",""محلل نفسي"",""مستشار تعليمي"",""مدير مستشفى""]";"[""الطب"",""علم النفس"",""التربية الخاصة"",""إدارة الخدمات الصحية"",""العلوم السياسية""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
6a109270-b92c-46d9-b89f-9f210b8aa4a8;RAE;فنان يحب العمل بيده ويبيع ما ينتجه. قد تكون طاهياً، أو مصمم أزياء، أو صانع مجوهرات. تمزج المهارة اليدوية بالذوق الفني والذكاء التجاري.;"[""الإبداع التجاري: القدرة على ابتكار أفكار تجارية ناجحة ومربحة"",""القيادة العملية: القدرة على قيادة المشاريع من مرحلة الفكرة إلى التنفيذ"",""التفكير الاستراتيجي: القدرة على التخطيط للمستقبل ووضع استراتيجيات فعالة"",""المرونة والتكيف: القدرة على التكيف مع الظروف المتغيرة واغتنام الفرص""]";"[""قد تعاني من تقلب المزاج مما يؤثر على استقرارك في العمل"",""قد تواجه صعوبة في الحفاظ على التركيز لفترات طويلة"",""قد تحتاج لتطوير مهارات إدارة المشاعر والضغوط"",""قد تميل للتشتت بين الاهتمامات المتعددة""]";"[""شيف تنفيذي"",""مصمم أزياء"",""منسق زهور"",""مصمم ديكور"",""مخرج فني""]";"[""فنون الطهي"",""تصميم الأزياء"",""الفنون التطبيقية"",""التصوير الفوتوغرافي"",""التسويق""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
0fab07ee-e68e-4a2d-b545-72824b16e63a;RCI;شخصية دقيقة وعملية جداً. تحب التعامل مع الأجهزة والبرامج والبيانات بدقة متناهية. أنت الشخص الذي يصلح الأعطال المعقدة ويضمن عمل الأنظمة بكفاءة.;"[""التفكير التحليلي: القدرة على تفكيك المشكلات المعقدة وتحليل مكوناتها بدقة"",""الدقة التقنية: القدرة على العمل بدقة عالية في المهام التقنية والفنية"",""حل المشكلات المنهجي: القدرة على اتباع منهجية واضحة في حل المشكلات"",""إدارة البيانات: القدرة على تنظيم وإدارة البيانات والمعلومات بكفاءة""]";"[""قد تواجه صعوبة في التواصل الاجتماعي والتعبير عن أفكارك للآخرين"",""قد تميل للانعزال والعمل بمفردك بشكل مفرط"",""قد تحتاج لتطوير مهارات العرض والتقديم"",""قد تواجه صعوبة في بناء العلاقات المهنية""]";"[""مطور ويب Backend"",""فني مختبرات"",""مراقب جودة"",""محلل نظم"",""مهندس صيانة طائرات""]";"[""علوم الحاسب"",""المختبرات الطبية"",""الهندسة الإلكترونية"",""تقنية المعلومات"",""ميكانيكا""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
f28a422e-61bc-45bb-a873-8cec020b3865;SIA;"يشير هذا المزيج إلى شخص يتمتع بوعي اجتماعي قوي وفضول وإبداع. أنت مهتم بفهم الناس وفي نفس الوقت استكشاف أفكار وأشكال تعبير جديدة. تكوين ""SIA"" يعكس شخصية متعددة الأبعاد تجمع بين المهارات الاجتماعية، التفكير التحليلي، والإبداع الفني.";"[""المهارات الاجتماعية: القدرة على التواصل بشكل فعّال وفهم احتياجات الآخرين"",""التفكير التحليلي: القدرة على التفكير النقدي وحل المشكلات بشكل منهجي وعلمي"",""الإبداع الفني: حس فني وقدرة على التعبير الإبداعي والتفكير خارج الصندوق"",""التعاطف مع الآخرين: القدرة على فهم مشاعر الآخرين والتعامل معهم بحساسية""]";"[""قد تميل للمثالية في مساعدة الآخرين مما قد يؤدي للإرهاق"",""قد تواجه صعوبة في وضع حدود صحية في العلاقات المهنية"",""قد تجد صعوبة في التعامل مع الصراعات والخلافات بحزم"",""قد تحتاج لتطوير مهارات الاهتمام بذاتك أثناء مساعدة الآخرين""]";"[""طبيب نفسي"",""متخصص لغات وأدب"",""صحافي"",""عالم اجتماع"",""إدارة المتاحف""]";"[""اللغات وآدابها"",""الفلسفة والأديان"",""علم النفس"",""الصحافة"",""علم الإجتماع"",""التراث الثقافي""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
a8ac248b-f4ee-4cb3-b91f-56de9c1bb93e;RCS;تحب خدمة المجتمع من خلال عمل منظم وميداني. تجد نفسك في الوظائف التي تتطلب انضباطاً وخدمة للناس، مثل الإطفاء أو التمريض الميداني أو العمل الأمني.;"[""المهارات الفنية: القدرة على تنفيذ المهام الفنية والتقنية بإتقان عالٍ"",""الالتزام بالمعايير: القدرة على الالتزام بمعايير الجودة والسلامة بدقة"",""العمل الميداني: القدرة على العمل بفعالية في بيئات العمل الميدانية"",""التوثيق والتقارير: القدرة على توثيق العمل وكتابة التقارير بشكل واضح ومنظم""]";"[""قد تواجه صعوبة في التخطيط الاستراتيجي طويل المدى للمشاريع"",""قد تميل للتركيز على التفاصيل التقنية على حساب الرؤية الشاملة"",""قد تحتاج لتطوير مهارات القيادة والتوجيه"",""قد تواجه صعوبة في التفاوض والإقناع""]";"[""رجل إطفاء"",""فني طوارئ"",""مراقب بيئي"",""مشرف أمن وسلامة"",""فني أشعة""]";"[""علوم الدفاع المدني"",""الخدمات الطبية الطارئة"",""الصحة العامة"",""العلوم الأمنية"",""التمريض""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
ffe4aa69-aac0-46d7-804b-bc2207e3beb5;RES;قائد يحب التواجد في قلب الحدث. لا تحب الجلوس خلف المكتب، بل تقود فريقك في الموقع. شخصية قوية، عملية، ومحبوبة من الفريق.;"[""القيادة الميدانية: القدرة على قيادة الفرق في بيئات العمل التطبيقية والميدانية"",""حل المشكلات العملية: القدرة على إيجاد حلول عملية وسريعة للتحديات الميدانية"",""التنسيق والتنظيم: القدرة على تنسيق الجهود وتنظيم الموارد لتحقيق الأهداف"",""الحس التجاري: القدرة على فهم السوق واتخاذ قرارات تجارية سليمة""]";"[""قد تميل للاندفاع والتهور في اتخاذ القرارات دون تحليل كافٍ"",""قد تواجه صعوبة في الصبر على العمليات البطيئة"",""قد تحتاج لتطوير مهارات التأني والتفكير قبل التصرف"",""قد تميل لتجاهل المخاطر المحتملة""]";"[""ضابط شرطة"",""مدرب رياضي محترف"",""مدير موقع إنشاءات"",""مدير مبيعات ميدانية"",""قبطان بحري""]";"[""العلوم العسكرية"",""التربية البدنية"",""إدارة الضيافة"",""الهندسة المدنية"",""الملاحة البحرية""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
86acb70d-9ecc-47ce-acea-770b424f0477;ACE;هذه الشخصية تشير إلى شخص يمتلك إبداعًا فنيًا، وروحًا ريادية، ومهارات تنظيمية قوية. لديك القدرة على الابتكار وقيادة المشاريع، بالإضافة إلى التنظيم الدقيق للعمل.;"[""الإبداع والابتكار: القدرة على التفكير خارج الصندوق وتقديم أفكار جديدة ومبتكرة"",""القيادة والمبادرة: القدرة على قيادة المشاريع واتخاذ المبادرات لتحقيق النجاح"",""التنظيم والترتيب: القدرة على العمل بشكل منظم وفعّال وفقًا للإجراءات والمعايير"",""التواصل الفعال: القدرة على التعبير عن الأفكار بوضوح وإقناع الآخرين""]";"[""قد تواجه صعوبة في التوازن بين الإبداع والتنظيم في بعض المواقف"",""قد تواجه تحديات في التعامل مع الفشل وتحتاج للمرونة والصبر"",""قد تحتاج لإدارة الوقت بشكل أفضل بين الأنشطة المختلفة"",""قد تميل للكمالية مما قد يؤخر إنجاز المهام""]";"[""مدير تسويق إبداعي"",""مدير مشروع في الفنون"",""مصمم إعلانات"",""منسق فعاليات"",""مدرب تطوير شخصي""]";"[""إدارة الأعمال"",""الفنون الجميلة"",""التسويق والإعلان"",""إدارة الفعاليات"",""التنمية البشرية""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
e193e3cd-b0a7-4bd1-8cf0-a8553af43bf6;AEC;هذه الشخصية تمتلك مزيجًا من الإبداع الفني، والقدرة على التواصل والتفاعل الريادي، والتنظيم. يشير هذا المزيج إلى شخص مبدع ورائد أعمال وفي نفس الوقت منظم.;"[""الإبداع والابتكار: القدرة على التفكير بطرق جديدة ومبتكرة وتقديم أفكار فنية خلاقة"",""التواصل الاجتماعي: القدرة على بناء علاقات قوية وفعالة مع مختلف الأشخاص"",""القيادة والريادة: القدرة على تحفيز الفرق وتوجيههم نحو تحقيق الأهداف المشتركة"",""التنظيم الإداري: القدرة على تنظيم المشاريع وإدارتها بكفاءة""]";"[""قد تواجه صعوبة في إيجاد التوازن بين التعبير الفني وتحقيق الأهداف العملية"",""قد تحتاج إلى تطوير مهارات تحمل المسؤولية للتأثير بشكل إيجابي"",""قد تواجه تحديات في إدارة الوقت بين الأنشطة الفنية والإدارية"",""قد تميل للتشتت بين المشاريع المتعددة""]";"[""مدير اعلانات"",""محرر محتوى"",""مخرج مبدع"",""إدارة التواصل الاجتماعي"",""مسؤول علاقات عامة""]";"[""التسويق والإعلان"",""الإنتاج الإعلامي"",""العلاقات العامة والاتصالات"",""كتابة إبداعية"",""إخراج مسرحي تلفزيوني إذاعي""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
cce31153-bf4d-4141-a295-cb9ebca5168b;ECI;شخصية قيادية تعتمد على البيانات. لديك الطموح للوصول للمناصب العليا، ولكنك لا تعتمد على الكاريزما فقط، بل تتسلح بالحقائق والأرقام والخطط المدروسة.;"[""التخطيط الاستراتيجي المبني على البيانات: القدرة على وضع خطط مدعومة بتحليل دقيق للبيانات"",""إدارة الميزانيات: القدرة على إدارة الموارد المالية والبشرية بكفاءة عالية"",""الإقناع المنطقي: القدرة على إقناع الآخرين بالحجج والبراهين المنطقية"",""تحليل المخاطر: القدرة على تقييم المخاطر بدقة قبل اتخاذ القرارات المهمة""]";"[""قد تميل للمبالغة في الحذر والتحليل مما قد يؤخر اتخاذ القرارات"",""قد تواجه صعوبة في التعامل مع المخاطر والمواقف غير المتوقعة"",""قد تحتاج لتطوير مهارات الإبداع والتفكير خارج الصندوق"",""قد تميل للتركيز على التفاصيل الصغيرة على حساب الصورة الكبيرة""]";"[""مدير مالي"",""محلل استثمار"",""مدير عمليات"",""خبير اقتصادي"",""مدير مشاريع تقنية""]";"[""المالية"",""الاقتصاد"",""نظم المعلومات الإدارية"",""إدارة الأعمال"",""علوم البيانات""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
112fbf9e-0593-49f0-9b1d-00b14e2d9a64;RSE;شخصية تحب العمل والحركة والناس. تتألق في الوظائف التي تتطلب جهداً بدنياً وتواصلاً مع الجمهور وروحاً قيادية، مثل إدارة المنتزهات أو الأندية.;"[""الكفاءة العملية: القدرة على تنفيذ المهام العملية بكفاءة وفعالية عالية"",""خدمة المجتمع: القدرة على تقديم خدمات عملية تلبي احتياجات المجتمع"",""القيادة بالقدوة: القدرة على إلهام الآخرين من خلال العمل الجاد والمثابرة"",""التواصل الميداني: القدرة على التواصل الفعال مع الناس في بيئات العمل الميدانية""]";"[""قد تشعر بالملل من العمل المكتبي وتفضل الأنشطة الميدانية"",""قد تواجه صعوبة في التعامل مع المهام الروتينية المتكررة"",""قد تحتاج لتطوير مهارات الصبر على العمل الورقي"",""قد تميل لتجنب الاجتماعات الطويلة""]";"[""مدير نادي رياضي"",""مرشد سياحي للمغامرات"",""مدير منتزه وطني"",""مدرب تنمية بشرية"",""مسؤول أمن الفعاليات""]";"[""التربية البدنية"",""السياحة والآثار"",""إدارة الترفيه"",""العلوم الأمنية"",""علوم البيئة""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
da5ebc78-f331-4455-bbcd-7d19509a4ce3;ESI;قائد يهتم بالناس والقضايا المجتمعية، ويستخدم المنطق والبحث لتحقيق أهدافه. تسعى لقيادة مؤسسات أو مبادرات تترك أثراً حقيقياً في حياة البشر.;"[""القدرة الريادية: الميل للقيادة وإدارة المشاريع واتخاذ المبادرات لتحقيق الأهداف"",""المهارات الاجتماعية: القدرة على بناء العلاقات والتأثير في الآخرين بشكل إيجابي"",""التفكير التحليلي: القدرة على تحليل المواقف واتخاذ قرارات مدروسة"",""التواصل الفعال: القدرة على التعبير عن الأفكار بوضوح وإقناع""]";"[""قد تواجه صعوبة في التوازن بين الطموحات القيادية والاحتياجات الاجتماعية"",""قد تحتاج إلى تطوير الصبر عند التعامل مع التفاصيل الدقيقة"",""قد تميل للسيطرة على المواقف مما قد يحد من مشاركة الآخرين"",""قد تجد صعوبة في قبول النقد البناء""]";"[""مدير منظمة غير ربحية"",""مسؤول مسؤولية اجتماعية"",""مدير موارد بشرية"",""أخصائي تدريب وتطوير"",""مستشار توجيه مهني""]";"[""الخدمة الاجتماعية"",""علم النفس"",""إدارة الموارد البشرية"",""القانون الدولي"",""التربية""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
adf6b55b-53c5-4951-8fe8-a6ed498ed6b0;SAC;المعلم المثالي للمراحل التأسيسية. لديك قلب رحيم، وخيال لابتكار وسائل تعليمية، ونظام لضبط الفصل والمنهج. تحب مساعدة الآخرين بطريقة منظمة وممتعة.;"[""التنظيم الإبداعي: القدرة على تنظيم الفعاليات والأنشطة الإبداعية بشكل احترافي"",""التواصل الفني: القدرة على التعبير عن الأفكار الفنية والتواصل مع الجمهور"",""إدارة المشاريع الثقافية: القدرة على إدارة وتنسيق المشاريع الفنية والثقافية"",""بناء العلاقات الاجتماعية: القدرة على بناء شبكة علاقات في المجال الفني والثقافي""]";"[""قد تواجه صعوبة في التعامل مع النقد والتقييم السلبي لأعمالك"",""قد تميل للحساسية المفرطة تجاه ردود فعل الآخرين"",""قد تحتاج لتطوير مهارات تقبل النقد البناء"",""قد تواجه صعوبة في الفصل بين النقد المهني والشخصي""]";"[""معلم صفوف أولية"",""أمين مكتبة أطفال"",""مدرب فنون وحرف"",""أخصائي نطق وتخاطب"",""منظم حفلات أطفال""]";"[""تربية الطفولة المبكرة"",""التربية الخاصة"",""علم النفس التربوي"",""علوم المكتبات"",""التربية الفنية""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
ebf8b3ec-c6fd-46f0-9fc7-2cfd56b94f78;SAE;شخصية إعلامية بامتياز. تحب الناس، ولديك موهبة في الكلام والتعبير، وطموح للوصول والقيادة. تتألق في الإعلام، العلاقات العامة، والتدريب.;"[""الإلهام والتحفيز: القدرة على إلهام الآخرين وتحفيزهم لتحقيق أفضل ما لديهم"",""الإبداع في القيادة: القدرة على قيادة الفرق بأساليب إبداعية ومبتكرة"",""التواصل العاطفي: القدرة على التواصل مع الآخرين على المستوى العاطفي والفكري"",""رؤية المستقبل: القدرة على تصور واستشراف الفرص والإمكانيات المستقبلية""]";"[""قد تميل للاهتمام بالمظهر والشكل على حساب الجوهر والمحتوى"",""قد تواجه صعوبة في التركيز على التفاصيل التقنية"",""قد تحتاج لتطوير مهارات التحليل العميق"",""قد تميل للتسرع في الحكم على الأمور""]";"[""مذيع ومقدم برامج"",""مدير علاقات عامة"",""صحفي"",""مدير تسويق ومحتوى"",""مدرب مهارات حياتية""]";"[""الإعلام والاتصال"",""التسويق"",""العلوم السياسية"",""علم النفس"",""الفنون المسرحية""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
b951a986-8c37-4271-8475-68be9fbc1c7a;RSA;تحب تعليم الناس مهارات يدوية أو فنية. تستمتع باستخدام يديك للإبداع، وتستمتع أكثر بمشاركة هذه المهارة مع الآخرين.;"[""الفهم التقني والاجتماعي: القدرة على الجمع بين المهارات التقنية والتواصل الاجتماعي"",""التدريب العملي: القدرة على تدريب الآخرين على المهارات التقنية والعملية"",""العمل الجماعي: القدرة على العمل بفعالية ضمن فرق متنوعة التخصصات"",""حل المشكلات التعاوني: القدرة على التعاون مع الآخرين لإيجاد حلول مبتكرة""]";"[""قد تواجه صعوبة في التنظيم الإداري وإدارة الوقت بفعالية"",""قد تميل للفوضى في ترتيب الأولويات"",""قد تحتاج لتطوير مهارات التخطيط والجدولة"",""قد تواجه صعوبة في الالتزام بالمواعيد النهائية""]";"[""معلم تربية فنية"",""مدرب مهني"",""أخصائي علاج وظيفي"",""صانع آلات موسيقية"",""مصمم حدائق""]";"[""التربية الفنية"",""العلاج الوظيفي"",""التربية المهنية"",""تصميم المناظر الطبيعية"",""فنون الطهي""]";2025-12-09 22:33:00.882734+00;;[];[];[];[]
